"","X","Participant","honesty_Q","totMturkStudies","totEconStudies","totPsychStudies","age","gender","education","income","Pol.Affil","threat1","threat2","Q1350","Q.B_P.status_1","Q.B_P.status_2","imp","Val","Condition","HH","EX","Att","NFC","ethnicity","group","n_trials","in_samples","out_samples","In.Est","Out.Est"
"140",140,"R_23VLrsXDsfQewNq",5,"2000","50","150",57,0,4,6,2,3,3,4,69,80,"posIngroup","pos",2,5.4,4.6,1,1.82352941176471,1,"dem",20,10,10,65,69
"141",141,"R_23Vr9TxQIZlc6xM",7,"6000","125","1500",60,1,4,7,2,3,2,5,87,77,"posOutgroup","pos",1,5.8,6.7,0,4.76470588235294,0,"dem",21,9,12,59,69
"142",142,"R_247dcBwIZGuD246",6,"4300","100","1000",62,0,5,7,3,2,5,3,61,39,"posIngroup","pos",3,4.9,4.3,0,3.11764705882353,0,"dem",10,5,5,71,50
"143",143,"R_24dCtWRHl5PgRJZ",5,"10","0","2",24,1,4,7,2,6,6,7,86,78,"posOutgroup","pos",2,4.5,NA,1,2.70588235294118,1,"dem",10,5,5,68,63
"144",144,"R_24OuR2tgviEgFxW",5,"3500","1400","2100",38,1,2,7,2,2,2,5,73,83,"posIngroup","pos",1,3.4,3.3,1,2.47058823529412,0,"dem",10,5,5,57,65
"145",145,"R_24v0NkUTxx9xs0v",6,"500","20","30",57,0,2,6,2,1,1,6,30,88,"negOutgroup","neg",3,3.6,3.7,1,2.94117647058824,0,"dem",5,3,2,83,40
"146",146,"R_25BzUzaXg5eY2Rq",6,"100","10","25",36,0,2,5,2,2,4,3,55,65,"negIngroup","neg",2,4.7,4.1,0,4.29411764705882,0,"dem",8,5,3,65,62
"147",147,"R_25XRvJTuhDpf5BR",5,"25000","4800","5900",50,0,4,7,1,1,1,6,60,46,"posIngroup","pos",2,3.2,5.6,1,3.52941176470588,0,"dem",1,1,0,62,66
"148",148,"R_263Ca4aYpgBl1bW",5,"3000","20","20",28,1,3,2,2,3,4,4,73,82,"posOutgroup","pos",3,4.2,3.9,1,2.52941176470588,0,"dem",10,5,5,70,70
"149",149,"R_263lgf3HRuVkdT7",6,"1000","100","300",38,1,7,7,1,1,1,7,73,29,"posOutgroup","pos",2,5.4,5.7,0,4.05882352941176,0,"dem",16,8,8,59,53
"150",150,"R_26gX6hvRgjtAhpF",6,"1,500","20","100",24,0,4,3,1,1,1,6,60,31,"negIngroup","neg",2,5.8,2.6,0,4.64705882352941,0,"dem",12,6,6,59,56
"151",151,"R_27arBeHMdiLUTfy",5,"20","10","5",27,0,4,6,2,6,5,6,71,83,"negIngroup","neg",2,3.7,4.3,1,2.76470588235294,0,"dem",4,2,2,71,77
"152",152,"R_27CNeOi03jodH06",7,"4000","500","400",36,1,4,0,1,2,2,5,76,68,"posIngroup","pos",3,4.3,4.7,1,4.17647058823529,0,"dem",11,6,5,70,55
"153",153,"R_27gpMlMpZS4hvYA",7,"1050","60","50",40,0,3,3,2,4,4,5,40,70,"negOutgroup","neg",3,5.1,3.7,1,2.17647058823529,0,"dem",13,6,7,68,72
"154",154,"R_27P9HBBGOoBvxMC",6,"40000","10","5000",65,0,4,5,2,2,2,6,81,9,"posIngroup","pos",2,3.7,5.7,0,4.17647058823529,0,"dem",14,7,7,65,57
"155",155,"R_27PbrtkHvrX9mNE",6,"2700","5","50",46,0,5,7,3,3,3,7,61,70,"negOutgroup","neg",2,4.3,6.1,0,4.23529411764706,1,"dem",26,13,13,70,68
"156",156,"R_27QomhSeutFGOzQ",7,"400","30","100",33,0,7,6,2,3,2,5,50,50,"posIngroup","pos",3,5,4.4,1,3.64705882352941,0,"dem",7,0,7,70,63
"157",157,"R_27TOdvzPVZbMZ7Z",7,"200","20","50",45,0,4,5,1,1,1,7,50,50,"posOutgroup","pos",3,3.9,5.4,0,4.23529411764706,0,"dem",18,8,10,64,60
"158",158,"R_27yg2BwuQXZfyxV",7,"650","2","50",31,0,4,7,2,4,3,6,80,75,"posIngroup","pos",3,4,3.2,0,4.35294117647059,0,"dem",3,3,0,75,70
"159",159,"R_28AKTt3TFqsQbUp",5,"i do not know maybe 150","maybe 100","40",42,0,1,3,3,4,5,4,71,63,"posIngroup","pos",3,2.7,3.5,1,2.88235294117647,0,"dem",7,4,3,69,53
"160",160,"R_28MNwxqbIrodiG2",6,"27000","100","300",46,0,2,2,2,3,3,5,30,95,"posOutgroup","pos",2,4.4,4.8,1,3.47058823529412,0,"dem",34,16,18,68,60
"161",161,"R_28OKY2ZNqheEuyw",6,"4000","500","2500",39,1,4,5,3,4,3,4,30,65,"negOutgroup","neg",3,4.3,2,1,4.23529411764706,0,"dem",12,6,6,62,62
"162",162,"R_28XUJNwZkj6rGVl",7,"950","100","500",35,0,4,0,1,2,2,5,75,65,"posIngroup","pos",3,4.6,3.2,0,3.70588235294118,1,"dem",2,1,1,68,60
"163",163,"R_2960ZQ89gKRzvNq",7,"100","20","20",49,0,2,2,3,2,2,5,77,30,"negIngroup","neg",1,4.8,4.1,1,2.70588235294118,0,"dem",4,2,2,84,65
"164",164,"R_29cXqckoRUzFkuI",6,"1000","20","20",29,0,2,6,2,3,4,3,52,48,"negIngroup","neg",3,3.3,3.4,1,3.58823529411765,0,"dem",12,6,6,66,69
"165",165,"R_29udxU2rAdcfqF7",7,"1500","50","250",35,1,2,7,2,4,5,3,74,85,"negIngroup","neg",2,3.8,5.1,1,3.88235294117647,1,"dem",23,11,12,54,64
"166",166,"R_29v3wmwEqKSOfBe",7,"40","5","15",36,0,5,6,1,1,3,5,66,54,"posOutgroup","pos",3,5.1,4.1,0,3.58823529411765,0,"dem",4,3,1,72,68
"167",167,"R_2akxgwNo4xSer5j",6,"120","10","6",31,1,2,2,3,1,3,4,65,75,"negIngroup","neg",2,4.1,2.4,0,1.94117647058824,1,"dem",17,10,7,63,60
"168",168,"R_2am2eYbwchqlU3j",6,"500","200","250",29,1,4,7,3,1,1,4,49,50,"posOutgroup","pos",3,3.2,4.5,0,3.41176470588235,0,"dem",15,8,7,65,61
"169",169,"R_2AXC2k3KGDZFNkV",6,"50","20","20",22,1,3,4,3,6,4,4,80,60,"negIngroup","neg",1,3.6,5.1,1,3.70588235294118,0,"dem",5,2,3,70,65
"170",170,"R_2ay7OYcE9rcqhfy",4,"5000","2000","2500",34,1,2,4,1,1,5,7,12,84,"negIngroup","neg",2,4.6,6.3,1,4.29411764705882,1,"dem",10,5,5,73,62
"171",171,"R_2aypKnvzH4MkAGl",7,"6000","1000","1000",37,0,4,7,2,2,2,4,76,45,"posIngroup","pos",1,5.4,5.2,0,3.52941176470588,1,"dem",8,4,4,71,63
"172",172,"R_2B3eqB31a4FDeaG",6,"2,224","500","500",32,0,2,6,1,1,1,7,75,20,"negOutgroup","neg",3,4.1,4.8,1,4,1,"dem",8,4,4,78,66
"173",173,"R_2bTPZMZhJhpFFpk",7,"3000","200","200",55,0,5,7,3,3,5,4,50,50,"negIngroup","neg",3,4.7,3.5,1,3,0,"dem",6,3,3,70,69
"174",174,"R_2Cd1O4MpDYpF5qB",6,"no idea","a few","a few",23,0,4,5,1,1,1,4,71,51,"negIngroup","neg",1,4,2.5,1,3.70588235294118,0,"dem",2,1,1,83,64
"175",175,"R_2CDGaBZ8Kddmcgz",4,"109,731","5000","10000",56,2,4,1,3,1,4,3,50,51,"posOutgroup","pos",2,3.5,4,1,2.64705882352941,0,"dem",3,2,1,75,75
"176",176,"R_2CDgP9AbZOsHN2I",6,"100","10","5",27,1,4,7,1,6,5,6,58,70,"posIngroup","pos",1,3.8,4,1,3.11764705882353,0,"dem",11,7,4,87,62
"177",177,"R_2Cwig69B2rrjRdK",6,"88500","500","1000",43,0,2,7,1,3,2,5,60,40,"negOutgroup","neg",1,3.2,5.6,0,3.47058823529412,0,"dem",9,4,5,60,65
"178",178,"R_2cwSVvcaTuWYxwm",6,"13000","5000","7000",41,1,3,3,2,1,1,3,84,37,"posOutgroup","pos",3,4.5,1.8,1,2.05882352941176,1,"dem",10,5,5,80,44
"179",179,"R_2dMEq0QmNyWkZZm",6,"1700","100","500",68,0,2,2,2,3,2,4,51,51,"posIngroup","pos",1,4.1,3.6,0,4,0,"dem",8,4,4,54,53
"180",180,"R_2dsR7aQoIT4v6Zu",7,"3,000","unsure","several",24,0,1,4,2,1,1,4,48,69,"negIngroup","neg",3,4.6,3.4,0,NA,0,"dem",32,16,16,64,60
"181",181,"R_2dSXBStUdDVo7U4",6,"3000","100","300",29,0,3,5,2,3,3,5,50,75,"negOutgroup","neg",2,5.2,1.5,0,2.47058823529412,0,"dem",35,13,22,55,55
"182",182,"R_2DV1iqUDbL6mWfc",6,"8500","300","1800",38,1,7,3,2,2,2,5,50,50,"posOutgroup","pos",2,3.9,3.3,1,2.94117647058824,1,"dem",10,5,5,65,55
"183",183,"R_2E4eGOlNsnZcmYh",6,"250","50","150",29,1,4,1,2,1,2,5,50,50,"negIngroup","neg",3,3.1,3.9,1,3.76470588235294,0,"dem",11,5,6,70,65
"184",184,"R_2E73T8CJzyOdUDg",7,"150","3","15",39,0,5,7,2,3,4,6,69,77,"negIngroup","neg",1,5.9,4.4,1,3.11764705882353,1,"dem",5,2,3,82,62
"185",185,"R_2e9wRMw2JVlGwhG",6,"44000","12000","20000",29,0,4,6,1,1,1,4,33,8,"negIngroup","neg",3,5.7,3,0,3.70588235294118,0,"dem",24,12,12,62,51
"186",186,"R_2EAG1QyCmyHK9JZ",7,"100","10","50",34,1,0,2,2,1,2,4,60,80,"negIngroup","neg",1,3,1.9,0,3.35294117647059,0,"dem",2,0,2,55,65
"187",187,"R_2EuZXHRagdq2uYO",6,"30,714","I do not know","I do not know",40,1,4,5,3,4,4,2,51,81,"posIngroup","pos",1,5,3,0,1.52941176470588,0,"dem",4,2,2,84,49
"188",188,"R_2f3CYMvXZ1RoTtF",5,"4980","100","4000",30,0,4,3,1,3,3,5,50,50,"posOutgroup","pos",3,5.3,3.2,1,4.29411764705882,0,"dem",8,4,4,75,50
"189",189,"R_2fBbnumPbic8btl",5,"1500","100","500",26,0,5,2,2,1,1,4,55,45,"posIngroup","pos",1,3.6,4,1,3.35294117647059,0,"dem",20,10,10,55,55
"190",190,"R_2fDkmJsAgwlBOgV",7,"100","10","90",26,1,1,0,1,3,1,4,60,40,"negIngroup","neg",3,5.3,3.4,1,3.05882352941176,0,"dem",5,3,2,70,60
"191",191,"R_2fj5lyQzcVzz2aS",6,"1500","10","500",38,1,4,7,2,4,4,2,62,71,"negOutgroup","neg",3,4,6.2,0,2.11764705882353,0,"dem",3,0,3,65,66
"192",192,"R_2flYqDmxhjs98oN",6,"1000","100","300",38,0,3,3,2,4,4,2,84,93,"posOutgroup","pos",1,4.1,3.9,0,3.47058823529412,0,"dem",4,2,2,53,67
"193",193,"R_2ipjwHQy5yXybYd",7,"16,000","100","600",59,0,2,3,1,4,4,2,70,50,"posOutgroup","pos",2,5.3,3.9,0,3.70588235294118,0,"dem",16,9,7,59,72
"194",194,"R_2mc2A1g4pG1vQyZ",5,"8000","200","100",25,1,2,4,2,3,4,5,55,60,"posIngroup","pos",1,4,6.3,1,2.70588235294118,0,"dem",9,5,4,58,59
"195",195,"R_2o5g8GzuHjIehXz",6,"1830","40","200",41,0,4,2,1,1,1,1,60,90,"negIngroup","neg",2,2.8,3,0,3.70588235294118,0,"dem",1,1,0,64,64
"196",196,"R_2OHAQPhKrdr2GfF",7,"8000","3000","2000",35,1,4,7,1,1,1,4,70,30,"negOutgroup","neg",3,4.1,3.1,1,4.58823529411765,0,"dem",24,12,12,76,64
"197",197,"R_2PcAy3mmA8lMjam",6,"23000","5000","10000",64,0,5,3,2,3,4,5,81,75,"posIngroup","pos",2,3.8,5.3,1,2.88235294117647,0,"dem",20,10,10,70,65
"198",198,"R_2Phs0gnv0eMmJG9",5,"300","2","3",47,0,2,5,3,1,1,7,71,27,"posIngroup","pos",3,5.3,3.5,0,NA,0,"dem",8,4,4,81,61
"199",199,"R_2q2RRfOJp7BXHyb",7,"1000","200","300",49,0,1,5,2,3,4,6,65,80,"posOutgroup","pos",2,4.2,2.2,0,1.58823529411765,0,"dem",14,7,7,61,70
"200",200,"R_2qDFNZTKTZsGnbo",7,"8300","200","2200",49,0,6,4,2,2,3,5,54,44,"posIngroup","pos",3,4.4,2.9,1,4.17647058823529,0,"dem",6,3,3,76,63
"201",201,"R_2qej5jntGUmlCGO",7,"200","15","50",27,0,2,6,1,1,1,5,70,90,"posOutgroup","pos",2,3.7,2.2,1,3.76470588235294,0,"dem",6,3,3,65,70
"202",202,"R_2QEOBjvN7jF8hrZ",6,"300","20","120",32,1,3,1,3,3,6,6,71,17,"posOutgroup","pos",2,3.8,4.2,1,3.52941176470588,0,"dem",8,4,4,68,56
"203",203,"R_2qfax4Pnyd95k0P",6,"8500","100","250",27,0,5,7,3,3,5,2,73,86,"negOutgroup","neg",3,2.9,4.5,1,2.94117647058824,0,"dem",9,5,4,63,57
"204",204,"R_2QuE3clJv2IlXLU",6,"80","20","30",33,0,2,1,2,1,1,5,50,60,"negOutgroup","neg",1,3.9,4.1,0,3.94117647058824,0,"dem",5,3,2,58,66
"205",205,"R_2QXv9x2BUtA2v0X",7,"1400","10","20",48,0,5,7,3,2,2,5,51,81,"negIngroup","neg",1,4.1,5.3,1,3.82352941176471,0,"dem",27,14,13,66,73
"206",206,"R_2R3atSdm2AvM7ts",6,"1000","400","600",47,0,3,4,2,2,2,6,54,80,"negOutgroup","neg",1,4.5,4.7,1,3.64705882352941,0,"dem",22,12,10,54,65
"207",207,"R_2R4Ue0Jdv6uZoHP",7,"12000","200","4000",40,0,4,5,1,1,1,7,45,65,"negOutgroup","neg",2,2.6,1.2,0,1.88235294117647,0,"dem",12,6,6,68,58
"208",208,"R_2R535aDJ3U6U0fs",6,"800","10","200",25,0,4,3,2,4,4,3,51,70,"negIngroup","neg",1,4.1,5.5,1,3.88235294117647,0,"dem",2,2,0,55,52
"209",209,"R_2ROLa62xk6kx3Ak",6,"175000","4000","3000",25,1,4,6,2,6,7,6,78,38,"posOutgroup","pos",3,4.2,4.3,2,2.64705882352941,1,"dem",15,8,7,94,64
"210",210,"R_2rr1qo2W9Fs1wvU",7,"4,000","200","1,000",25,0,4,7,1,5,4,7,49,100,"posIngroup","pos",1,3.6,6.6,0,4.76470588235294,0,"dem",13,7,6,70,65
"211",211,"R_2rr2IzH6OymGRTf",7,"14000","1000","3000",48,0,2,7,1,3,2,5,53,72,"negOutgroup","neg",2,4.9,6.4,0,1.94117647058824,0,"dem",24,12,12,66,62
"212",212,"R_2RUKPKcLUj3vhzB",6,"200","20","50",30,0,4,3,3,3,3,4,64,62,"posIngroup","pos",2,3.2,5,1,3.47058823529412,1,"dem",18,9,9,56,67
"213",213,"R_2rVj5IpJrWNEkj5",7,"400","200","200",30,0,1,3,1,2,2,5,40,67,"negOutgroup","neg",1,5.5,NA,0,4,0,"dem",2,1,1,52,78
"214",214,"R_2RWi9dmKt7gKEuc",6,"6600","300","1000",38,1,3,5,3,6,4,6,83,88,"negOutgroup","neg",2,4,4.7,1,3.64705882352941,1,"dem",8,4,4,73,74
"215",215,"R_2s49llHWSeRSMWR",6,"795","200","400",57,0,5,5,2,2,2,5,60,47,"posOutgroup","pos",2,4.2,5.5,1,4.41176470588235,1,"dem",4,0,4,65,55
"216",216,"R_2S7GLqcUaqO1Adk",5,"1500","50","100",30,0,4,2,2,3,3,5,52,53,"posOutgroup","pos",2,4.4,2.4,0,3.88235294117647,0,"dem",6,3,3,65,63
"217",217,"R_2sb6xCURqYEJtcu",5,"7,060","500","5000",36,1,4,7,1,1,1,4,50,45,"negOutgroup","neg",1,4.9,4.1,0,4.76470588235294,0,"dem",10,5,5,55,55
"218",218,"R_2SDAEn6ji67NFij",7,"10000","100","500",33,0,4,7,1,2,2,4,70,30,"posOutgroup","pos",3,5,6,0,2.52941176470588,0,"dem",13,6,7,56,51
"219",219,"R_2SJkf0wFkGGwHLr",5,"4000","300","1500",36,1,4,7,2,4,2,5,80,62,"negIngroup","neg",2,4.3,5,1,4.70588235294118,1,"dem",12,6,6,68,74
"220",220,"R_2sXgp8JnCFgbwl4",7,"250","15","200",42,1,4,2,2,1,1,7,85,5,"posIngroup","pos",1,5.2,4.5,0,4.29411764705882,0,"dem",3,3,0,62,70
"221",221,"R_2sZpMMa8NJwrOEk",7,"670","50","500",23,1,1,7,3,3,3,5,50,50,"negOutgroup","neg",1,3.8,4,0,2.82352941176471,0,"dem",14,6,8,65,65
"222",222,"R_2t2Rxf7EOleW53X",6,"3504","200","2500",56,1,4,4,1,1,1,6,80,20,"negIngroup","neg",2,3.8,5.8,1,3.70588235294118,0,"dem",13,12,1,70,40
"223",223,"R_2t4J2onWN3OqbVW",6,"10135","500","650",25,0,3,4,3,4,4,4,36,47,"negOutgroup","neg",2,4,3.2,0,4.17647058823529,0,"dem",4,2,2,72,67
"224",224,"R_2t5tOAWhoPcVi4k",7,"8,231","200","7000",30,1,4,3,1,4,4,7,89,18,"posIngroup","pos",2,2.8,1.9,1,2.94117647058824,1,"dem",2,2,0,85,75
"225",225,"R_2tmWFM9OomgOCKx",5,"4000","50","100",50,1,1,1,2,3,4,4,55,66,"negOutgroup","neg",2,4.2,3,1,NA,0,"dem",10,5,5,71,59
"226",226,"R_2TQP3DRDxgpySlK",4,"1000","200","500",27,0,4,4,1,1,1,2,50,50,"posOutgroup","pos",2,5.6,5.6,0,4.64705882352941,0,"dem",32,17,15,60,60
"227",227,"R_2U6m5f5G5r3lo5Z",6,"1250","95","245",25,1,4,7,3,3,5,5,43,66,"posIngroup","pos",3,3.6,4.8,1,3.35294117647059,0,"dem",4,2,2,71,54
"228",228,"R_2UaXrROsInHHUSx",6,"2000","50","1000",37,1,4,5,1,1,2,4,51,51,"negIngroup","neg",3,3.9,4.9,1,2.82352941176471,0,"dem",12,7,5,69,54
"229",229,"R_2UghoCJBoDzdtq2",6,"5000","100","500",39,0,4,6,2,4,4,6,65,68,"negOutgroup","neg",3,4.6,4.5,1,3.52941176470588,1,"dem",12,6,6,79,71
"230",230,"R_2uPoBFPhQD8625t",6,"1500","800","500",35,1,4,5,2,2,2,5,35,47,"posOutgroup","pos",2,4.2,3.6,1,2.94117647058824,1,"dem",9,5,4,69,65
"231",231,"R_2uQVP6W5MbIyii9",6,"1100","30","10",60,1,7,7,2,2,2,6,39,61,"negIngroup","neg",2,4.5,4.9,1,3.88235294117647,0,"dem",12,8,4,70,68
"232",232,"R_2usP9Nn8hYeHau3",7,"1000","10","50",56,0,2,7,1,1,1,7,77,13,"posOutgroup","pos",2,5.8,4.8,0,2.23529411764706,0,"dem",8,4,4,61,67
"233",233,"R_2vbNUdl0EvtxHAF",6,"800","2","4",35,0,3,3,1,1,1,7,57,90,"negOutgroup","neg",3,3.5,2.5,0,1.58823529411765,0,"dem",11,6,5,73,71
"234",234,"R_2vcvueq44hxVcZ4",7,"3300","No idea","No idea",29,0,5,4,1,4,4,5,51,51,"negOutgroup","neg",1,3.8,3.3,0,2.05882352941176,0,"dem",11,5,6,60,66
"235",235,"R_2VIo0tVzOqLO1IJ",4,"3000","900","1200",26,0,3,0,1,4,3,3,50,50,"negIngroup","neg",1,3.9,1.6,0,1.88235294117647,1,"dem",19,9,10,60,61
"236",236,"R_2viUl7leInyyQdd",6,"3000","200","1800",30,0,5,3,3,4,3,4,50,84,"posOutgroup","pos",3,4.5,3,1,4.47058823529412,0,"dem",18,9,9,66,55
"237",237,"R_2VOUCiN41LeXsSC",6,"200","20","30",39,0,4,3,2,2,3,6,46,69,"posIngroup","pos",2,3.8,4,1,3.58823529411765,0,"dem",9,3,6,66,64
"238",238,"R_2VpvEE1h0Ltnt7H",6,"22000","5","5000",56,0,4,3,1,2,2,5,77,67,"negIngroup","neg",2,5.2,4,1,3.17647058823529,0,"dem",7,4,3,56,54
"239",239,"R_2VQuGBysvolx2U6",5,"5,000","1,000","2,000",37,0,1,7,3,5,5,2,71,77,"posIngroup","pos",2,5.9,2.5,0,4.35294117647059,0,"dem",6,3,3,64,65
"240",240,"R_2Vsu17rEkH5GdWh",7,"500","80","80",36,1,4,7,1,4,4,5,70,30,"negOutgroup","neg",3,3.7,2.5,1,4,0,"dem",7,3,4,70,58
"241",241,"R_2VsWUza51KvUq32",6,"1000","100","500",58,1,4,5,1,2,3,6,61,100,"negOutgroup","neg",2,NA,6.4,0,4.05882352941176,0,"dem",3,2,1,55,52
"242",242,"R_2VvTCtxrxonnnZ4",7,"2740","1","1",42,1,2,2,3,4,4,5,72,67,"negIngroup","neg",1,4.9,4.7,0,3.82352941176471,0,"dem",14,7,7,80,73
"243",243,"R_2Vyjw6hc69jOyOQ",5,"1500","100","500",33,0,4,7,1,3,3,6,60,90,"negIngroup","neg",2,3.7,1.8,0,1.64705882352941,0,"dem",8,4,4,66,62
"244",244,"R_2vZd2BJZed3RMyt",7,"380","Unsure","Unsure",29,0,3,3,3,3,3,4,50,50,"negOutgroup","neg",3,4.6,3.1,0,4.11764705882353,0,"dem",7,0,7,75,70
"245",245,"R_2w5FTRu47LlAECS",6,"9600","200","1500",46,0,4,6,2,2,3,5,86,98,"posOutgroup","pos",3,3.6,5.1,0,2.35294117647059,0,"dem",4,2,2,73,62
"246",246,"R_2w6KCVmQm5nPBbj",7,"4800","300","700",36,1,2,7,1,3,2,2,60,40,"posIngroup","pos",3,4.8,5.3,0,4.64705882352941,0,"dem",2,1,1,70,64
"247",247,"R_2wAC9t8JkhFoCqe",6,"800","10","50",34,0,5,7,2,2,2,6,39,67,"negIngroup","neg",2,5.1,2.5,1,2.23529411764706,0,"dem",17,10,7,55,52
"248",248,"R_2wi6kfSZg3rXYGL",6,"5000","500","3000",34,1,2,4,2,4,4,4,55,50,"negIngroup","neg",2,5.5,5.1,1,3.23529411764706,0,"dem",8,4,4,68,61
"249",249,"R_2wpdYub4dfMKFt4",7,"30000","5000","10000",40,1,2,0,2,4,3,4,72,82,"posOutgroup","pos",1,3.3,2.7,1,4.70588235294118,0,"dem",3,3,0,61,61
"250",250,"R_2WUc8QPDrkZTLih",5,"200","30","30",34,1,4,4,1,2,1,6,39,61,"negOutgroup","neg",1,5.1,5.9,1,4.41176470588235,0,"dem",14,7,7,56,73
"251",251,"R_2WwkkLJcP2dSAgz",7,"450","50","50",36,0,5,7,1,4,4,7,60,60,"posOutgroup","pos",2,4.2,5.5,0,4,0,"dem",13,6,7,88,75
"252",252,"R_2WZLk1NbILk2CsA",6,"104","1","1",57,0,5,7,1,2,2,6,74,51,"negIngroup","neg",3,4.6,5,0,NA,0,"dem",8,4,4,63,55
"253",253,"R_2xGn899CjelgOs4",7,"500","30","40",33,1,4,6,2,6,5,7,60,79,"negOutgroup","neg",1,4.1,3.2,1,2.76470588235294,0,"dem",6,3,3,40,80
"254",254,"R_2Xj1vHtvoaEtjTw",4,"23000","100","100",42,1,5,6,2,1,2,6,100,0,"posOutgroup","pos",2,6.1,4.5,1,4.76470588235294,0,"dem",12,6,6,66,0
"255",255,"R_2xLBFXSXkrn3sYl",6,"20","2","18",28,0,5,5,1,4,4,5,81,32,"posOutgroup","pos",1,4.5,4.8,1,3.47058823529412,0,"dem",11,5,6,60,77
"256",256,"R_2xMjCT823zRD1Q6",5,"1500","25","50",44,0,4,6,1,5,7,5,59,75,"negIngroup","neg",2,3.8,4.3,1,2.64705882352941,0,"dem",9,4,5,46,62
"257",257,"R_2xRZauNNsxtIsq1",3,"A29X5S2VA01LJH","1000","1000",29,0,4,2,2,5,6,5,69,40,"negIngroup","neg",3,3.1,4.7,1,3.35294117647059,0,"dem",6,3,3,85,59
"258",258,"R_2Yb5dd10g6RssOE",7,"25","5","10",35,1,2,1,1,1,1,7,70,90,"posOutgroup","pos",2,5.5,2.8,1,2.76470588235294,1,"dem",33,19,14,71,59
"259",259,"R_2yqDVRD04qb3Pu0",4,"1","1","1",44,0,2,3,3,5,4,5,74,70,"posOutgroup","pos",3,4.4,3.9,1,NA,1,"dem",8,4,4,63,50
"260",260,"R_2YXlCtvA5uN7oQk",5,"3000","10","60",34,1,2,3,2,4,4,5,50,50,"posIngroup","pos",2,3.6,3.2,0,4.05882352941176,1,"dem",7,4,3,59,65
"261",261,"R_2Yyr5nKYguSyjCi",7,"15,000","4000","11000",45,0,4,1,3,4,7,4,50,50,"negIngroup","neg",3,3.7,2.4,0,4.17647058823529,0,"dem",7,4,3,65,65
"262",262,"R_2z5yof1olpbTSn3",5,"254","20","80",24,1,4,3,2,4,4,5,50,60,"posOutgroup","pos",1,2.5,3.5,1,3.58823529411765,0,"dem",2,1,1,60,70
"263",263,"R_2z8tIrNmlsnfCWx",2,"300","10","2",37,0,5,7,2,1,1,6,69,30,"negIngroup","neg",2,2.9,5.1,1,3.88235294117647,0,"dem",12,7,5,75,86
"264",264,"R_2zCRr8DWZH0arSa",7,"50","3","15",43,1,4,7,3,3,4,3,38,64,"posIngroup","pos",1,5,3.8,1,3.82352941176471,1,"dem",4,2,2,72,65
"265",265,"R_2zFLCk44qBijPy5",6,"5000","100","300",38,0,3,3,2,4,4,3,61,92,"negOutgroup","neg",2,NA,4.2,0,3.23529411764706,0,"dem",20,10,10,67,51
"266",266,"R_2ZIiAYTIFdqgSn9",7,"9000","0","0",54,1,3,5,1,6,6,6,81,81,"posOutgroup","pos",3,5.5,5.3,1,3.52941176470588,1,"dem",6,3,3,77,68
"267",267,"R_2ZJEzCc5ugWbon9",5,"1765","300","450",32,0,3,2,3,5,4,3,32,80,"posOutgroup","pos",3,3.5,2.6,1,4.05882352941176,1,"dem",2,1,1,71,66
"268",268,"R_2zpEVA9nEMEOYp7",6,"12000","1000","1000",37,1,6,7,1,1,1,6,32,72,"posIngroup","pos",3,4.2,4.4,1,4.23529411764706,0,"dem",6,3,3,69,60
"269",269,"R_2zqFQvNJx0ebjkh",6,"1857","50","100",21,1,5,7,2,3,2,4,62,61,"posIngroup","pos",3,4.7,4.6,1,3.17647058823529,1,"dem",8,4,4,69,54
"270",270,"R_2zVhprvuGFcAw2u",7,"100","5","50",24,0,4,6,1,2,1,5,71,58,"negOutgroup","neg",2,3.5,3.2,0,2.17647058823529,0,"dem",16,9,7,62,54
"271",271,"R_2zXZWlen4DpYR6L",4,"0","0","0",27,1,4,0,1,7,4,4,66,60,"negIngroup","neg",1,3.6,4.5,1,3.23529411764706,1,"dem",2,2,0,74,56
"272",272,"R_2ZZW5GirbW9aWWw",7,"1000","20","500",34,0,2,7,1,4,4,6,50,50,"negOutgroup","neg",3,5.1,5.4,1,3.52941176470588,1,"dem",14,7,7,70,75
"273",273,"R_3019TPCgtEQ0Sib",7,"95000","60","5000",47,0,3,3,1,1,1,7,69,88,"negIngroup","neg",1,4,1.6,0,2.94117647058824,0,"dem",12,6,6,35,29
"274",274,"R_301rQB3BuFXyZ3t",7,"1900","10","30",35,0,3,4,3,3,2,5,37,91,"posOutgroup","pos",1,4.7,4.6,0,4.05882352941176,0,"dem",11,6,5,66,68
"275",275,"R_306KYtWv5U67WQK",7,"30000","1000","1500",41,0,5,7,3,4,4,5,69,41,"posIngroup","pos",1,3.5,4,1,2.41176470588235,0,"dem",9,4,5,62,66
"276",276,"R_30dEjCb4dKRNDMX",6,"10000","2000","2000",29,0,4,7,2,4,4,5,44,49,"negOutgroup","neg",3,4,4,1,2.88235294117647,0,"dem",8,4,4,55,53
"277",277,"R_30jcG4wGq5lHnGB",7,"16000","1000","2000",31,1,3,4,1,1,1,7,29,98,"posIngroup","pos",1,3.8,5,0,4.47058823529412,1,"dem",11,6,5,60,70
"278",278,"R_30kJwa3ChCR4P4h",6,"50","10","10",25,0,2,2,3,3,3,4,60,92,"posOutgroup","pos",1,5,4.6,0,4.58823529411765,0,"dem",10,5,5,70,65
