"","X","Participant","honesty_Q","totMturkStudies","totEconStudies","totPsychStudies","age","gender","education","income","Pol.Affil","threat1","threat2","Q1350","Q.B_P.status_1","Q.B_P.status_2","imp","Val","Condition","HH","EX","Att","NFC","ethnicity","group","n_trials","in_samples","out_samples","In.Est","Out.Est"
"598",598,"R_1KqJEQHH8HXSyjy",5,"4,030","65","1235",65,1,2,1,6,1,1,3,17,87,"posOutgroup","pos",2,3.1,3.8,1,3.52941176470588,0,"rep",14,7,7,71,57
"599",599,"R_1KxKc5Ei4vcYpKe",7,"80","30","40",38,0,2,3,5,2,6,7,28,70,"posIngroup","pos",2,3.1,5,0,3.76470588235294,0,"rep",4,4,0,62,70
"600",600,"R_1l9RaIQqXppTOxi",4,"100","20","10",27,0,4,6,5,5,7,5,69,82,"posOutgroup","pos",2,3.6,NA,2,2.82352941176471,0,"rep",10,5,5,85,70
"601",601,"R_1LdKWY6MScIlxcC",5,"790","150","300",54,1,4,2,6,3,3,6,90,40,"posIngroup","pos",1,5.4,3.3,1,4.11764705882353,0,"rep",10,5,5,60,60
"602",602,"R_1LnyGNJoabUpleP",6,"60","20","30",26,0,4,3,5,5,4,5,46,62,"negOutgroup","neg",3,3.9,4.4,1,2.76470588235294,0,"rep",6,3,3,58,44
"603",603,"R_1LoGQHZtg4qLKBe",7,"20,000","10","25",42,1,2,2,5,1,1,6,18,77,"posIngroup","pos",3,4.6,5.6,0,3,0,"rep",4,4,0,61,60
"604",604,"R_1LpLmyrriAnNUp2",7,"1000","50","40",38,0,3,3,6,1,3,7,91,41,"negOutgroup","neg",1,4.4,4.2,1,3.82352941176471,0,"rep",6,3,3,68,83
"605",605,"R_1lrt0cH3MREzERi",5,"2000","375","700",50,0,4,7,6,4,3,5,50,50,"posIngroup","pos",3,2.9,5.3,1,3.23529411764706,0,"rep",2,1,1,70,70
"606",606,"R_1lv48xwzljsdH0B",5,"300","5","3",22,0,4,4,5,4,4,4,22,60,"posIngroup","pos",3,4.1,3.8,1,3.82352941176471,1,"rep",6,6,0,63,56
"607",607,"R_1mCNTIUAYOpDKIK",7,"950","20","50",30,1,1,1,6,3,4,6,45,66,"posOutgroup","pos",3,4.6,3,1,3.47058823529412,0,"rep",9,5,4,68,62
"608",608,"R_1MRjU7OFPfQiulg",6,"1300","700","600",36,1,2,6,6,3,3,5,25,75,"negOutgroup","neg",1,3.9,3.6,1,3.17647058823529,0,"rep",13,7,6,67,65
"609",609,"R_1mWQ75yMUDqItn6",5,"100","5","2",25,0,5,7,6,5,6,6,73,77,"negIngroup","neg",3,3.9,4.4,1,2.82352941176471,0,"rep",23,10,13,72,59
"610",610,"R_1Ngm7YFhejL3n7Z",5,"estimated approx. over 500","Not sure of number","Not sure of number",39,0,3,3,7,2,2,7,20,80,"negIngroup","neg",3,4.4,6.9,1,2.23529411764706,0,"rep",10,7,3,71,70
"611",611,"R_1nUSrKjKmlqPU6M",5,"606","59","73",29,1,4,4,7,6,5,6,58,76,"posIngroup","pos",1,4.5,3.3,1,2.94117647058824,0,"rep",6,3,3,76,57
"612",612,"R_1o0DRSTMdfJAHJK",4,"1000","25","10",27,0,1,1,5,4,4,4,57,64,"negIngroup","neg",1,4,4,1,3.29411764705882,0,"rep",10,5,5,55,71
"613",613,"R_1o6D0CDBW7SMflX",7,"48","14","8",27,1,4,7,5,6,7,6,97,76,"negOutgroup","neg",3,4.5,4.2,1,2.58823529411765,0,"rep",1,1,0,88,93
"614",614,"R_1ODdyMIzFeLAgZz",5,"100","3","75",40,0,2,4,6,1,1,5,20,89,"negOutgroup","neg",3,4.1,3.8,1,4.41176470588235,0,"rep",7,2,5,74,67
"615",615,"R_1oistqebJBu8Mm0",6,"10000","1000","100",43,0,4,7,7,1,1,7,40,60,"posOutgroup","pos",1,5.2,5.2,0,1.94117647058824,0,"rep",15,7,8,55,60
"616",616,"R_1OOBfMuIgzUBBEM",6,"1000","50","800",45,0,2,7,6,1,1,5,20,80,"posOutgroup","pos",2,4.3,5,0,1.94117647058824,0,"rep",23,13,10,60,70
"617",617,"R_1opxAdzMGByp9wi",6,"1607","500","400",45,1,1,4,5,5,6,6,25,94,"posOutgroup","pos",3,4.2,6,1,3.70588235294118,0,"rep",4,2,2,70,68
"618",618,"R_1OUiGgGFweMZYaw",7,"60p","100","300",34,1,2,3,5,7,1,4,26,95,"negOutgroup","neg",2,4.6,4.7,2,2.94117647058824,0,"rep",8,4,4,100,14
"619",619,"R_1OZfYfNhUsGkqrb",5,"3341","1000","800",39,0,2,5,5,1,4,7,50,50,"posOutgroup","pos",3,3.8,2.5,0,3.29411764705882,0,"rep",2,1,1,66,66
"620",620,"R_1P5f4QW1ikffgRs",4,"900","2","20",46,0,4,7,5,4,2,5,22,68,"negOutgroup","neg",2,4,4,1,3.05882352941176,1,"rep",6,3,3,60,68
"621",621,"R_1PdAfHGyTfzUxyD",3,"866","500","200",29,1,4,7,5,4,5,5,40,64,"negIngroup","neg",2,4.3,4.2,1,2.52941176470588,0,"rep",11,6,5,39,40
"622",622,"R_1pGoiDSr3Qbl1sP",4,"300","50","20",39,1,1,6,7,1,1,7,50,50,"posIngroup","pos",2,3.2,2.3,1,2.82352941176471,0,"rep",12,5,7,55,62
"623",623,"R_1pmJ68HmDbYC8B3",3,"20000","100","150",41,0,5,5,7,6,6,6,61,96,"posOutgroup","pos",2,4.3,4,2,2.70588235294118,0,"rep",37,31,6,31,47
"624",624,"R_1pMSOQCEqVnwKQ6",5,"1200","560","400",28,1,4,4,5,6,6,5,81,75,"negIngroup","neg",3,3.8,4.3,0,2.76470588235294,1,"rep",5,3,2,90,91
"625",625,"R_1puoUNpikHVf1pD",5,"8000","40","300",50,0,1,3,7,2,3,6,51,51,"negIngroup","neg",2,5,5,0,3.47058823529412,0,"rep",1,1,0,58,58
"626",626,"R_1pYSXlfLRiGo5HY",5,"150","20","40",26,1,4,5,6,3,3,5,38,57,"negIngroup","neg",2,4.7,4.7,1,4.05882352941176,0,"rep",10,5,5,69,78
"627",627,"R_1q2oFx5twNu9wmR",7,"500 +","10?","20",46,0,2,0,5,2,3,7,95,30,"posIngroup","pos",3,4,4.9,1,2.76470588235294,1,"rep",8,4,4,76,70
"628",628,"R_1q2S4ICtR9kx8EU",5,"6","0","2",28,0,1,3,5,3,3,5,75,75,"negOutgroup","neg",2,5.3,5.3,1,3.82352941176471,1,"rep",3,2,1,75,68
"629",629,"R_1Q9FZDGRqsn8gKi",6,"300","5","5",36,0,2,7,6,4,3,4,52,77,"negIngroup","neg",3,3.3,4.6,0,3.47058823529412,0,"rep",11,5,6,68,61
"630",630,"R_1Qg9wa0Yd7FysjU",5,"150","5","5",25,0,5,6,6,5,6,6,77,77,"posIngroup","pos",1,4,NA,1,2.76470588235294,0,"rep",4,2,2,75,66
"631",631,"R_1QKmF35HWkT8LM1",7,"5000","100","1000",30,0,4,7,5,3,3,7,35,80,"negOutgroup","neg",1,2.7,3.7,1,1.64705882352941,0,"rep",2,0,2,59,74
"632",632,"R_1QLOAS89i9hqA8Y",4,"5000","1000","500",28,1,2,3,5,6,4,4,35,81,"posOutgroup","pos",2,3.8,3.7,2,2.58823529411765,0,"rep",5,0,5,76,51
"633",633,"R_1QLp36ddFSkdee5",5,"102","100","10",27,0,4,2,6,6,5,4,61,87,"posIngroup","pos",2,4.1,4.2,1,3.41176470588235,0,"rep",2,0,2,56,82
"634",634,"R_1Qu9IUazdE0573b",5,"7500","175","1300",40,0,2,3,6,3,3,4,73,83,"posIngroup","pos",2,4.7,2.4,1,4.29411764705882,0,"rep",23,10,13,64,68
"635",635,"R_1QuWKVWke298Soj",5,"5000","100","200",31,0,4,7,6,3,5,6,17,73,"negOutgroup","neg",1,3.8,3.8,1,3.05882352941176,0,"rep",3,2,1,57,58
"636",636,"R_1r0tYqlpR6g3hV3",5,"500","200","300",45,1,3,6,5,5,3,5,60,89,"posOutgroup","pos",1,4.3,4.8,1,3.58823529411765,0,"rep",10,5,5,59,71
"637",637,"R_1r1U4zkojdEF2A6",6,"30","2","15",48,0,4,6,7,1,2,7,41,74,"negIngroup","neg",3,5.1,5.9,1,4.05882352941176,0,"rep",4,2,2,65,72
"638",638,"R_1r6e1vOuuyOcnP9",6,"900","50","70",27,1,7,7,5,4,4,4,89,40,"posOutgroup","pos",2,3.2,4.6,0,4.11764705882353,0,"rep",15,7,8,62,54
"639",639,"R_1rBMmw1AIR3SXsa",6,"5100","2300","1500",39,1,4,7,5,1,2,6,56,38,"negOutgroup","neg",1,4.2,4.7,0,3.76470588235294,0,"rep",10,5,5,64,73
"640",640,"R_1rBWCuVfXTT1sRV",6,"100","15","50",26,0,4,6,6,4,4,5,52,52,"posIngroup","pos",1,4.2,2.8,1,2.58823529411765,0,"rep",5,3,2,61,74
"641",641,"R_1rcAJPOPjdF0Pbp",7,"32000","100","100",47,1,2,4,7,1,1,4,45,77,"negIngroup","neg",2,5.4,4.6,0,4.11764705882353,1,"rep",3,3,0,61,39
"642",642,"R_1rMOJxrP92hVHng",7,"300","20","20",58,0,2,3,6,2,1,6,35,71,"negOutgroup","neg",2,5.8,6,1,4.70588235294118,0,"rep",2,1,1,74,70
"643",643,"R_20MYePiertBvSwm",5,"1000","300","500",28,1,4,3,7,6,5,7,39,65,"negIngroup","neg",2,4.1,4,1,2.58823529411765,0,"rep",8,4,4,65,47
"644",644,"R_20SPJFMi4N3xOEd",6,"50","30","20",27,0,5,7,6,6,6,5,83,80,"posOutgroup","pos",1,4.7,4.3,1,2.41176470588235,0,"rep",5,5,0,59,71
"645",645,"R_21sxYGFW9FoTqIX",6,"300","0","50",50,0,3,2,5,5,3,4,86,92,"negOutgroup","neg",1,4.9,3.7,0,3.41176470588235,0,"rep",4,4,0,70,85
"646",646,"R_21uMXouDp9FPJpY",7,"1000","25","25",46,0,4,3,5,4,1,5,24,73,"negOutgroup","neg",2,5.6,2,1,1.88235294117647,0,"rep",6,3,3,66,44
"647",647,"R_21vqxUTzrxj2zUN",3,"5400","20","50",38,0,2,4,5,4,4,5,40,57,"negOutgroup","neg",2,3.5,4,1,2.52941176470588,0,"rep",8,3,5,59,47
"648",648,"R_22DlI6HuYwdr9B8",5,"20","3","7",21,0,3,3,6,6,6,5,74,69,"negOutgroup","neg",3,4.4,4.5,1,3.05882352941176,0,"rep",10,5,5,64,71
"649",649,"R_22FE6qzqfHNV3Dd",7,"8500","50","300",76,0,2,3,7,1,1,7,30,89,"negIngroup","neg",1,4.3,2.6,0,2.29411764705882,0,"rep",4,2,2,45,22
"650",650,"R_22KCRcaTPqw7FW5",7,"5","3","0",42,0,4,6,6,5,5,6,75,85,"posIngroup","pos",3,4.8,3.8,1,1.88235294117647,1,"rep",6,4,2,87,65
"651",651,"R_22L0Damem0Lyd95",6,"160","55","35",28,1,4,4,7,6,5,6,69,97,"negOutgroup","neg",2,3.9,4.2,1,2.88235294117647,1,"rep",6,3,3,60,53
"652",652,"R_22MvMiH0kift1S4",6,"6000"," I don't know","I don't know",49,0,4,7,6,4,1,6,70,60,"posIngroup","pos",2,3.8,5.6,1,3.41176470588235,0,"rep",13,6,7,68,58
"653",653,"R_22WIlGzBEM8N9jq",5,"5,800","100","500",32,0,4,7,6,3,4,5,38,69,"posIngroup","pos",1,3.8,4.3,2,3.17647058823529,0,"rep",2,2,0,54,58
"654",654,"R_23ag3hx5Y5k5T3o",7,"400000","100","200",65,1,4,2,5,4,3,2,54,44,"negOutgroup","neg",2,4,3.7,0,4.11764705882353,0,"rep",18,9,9,63,65
"655",655,"R_23W7tNtDHRAxdHM",6,"2000","150","300",45,1,2,5,6,3,3,3,64,60,"posOutgroup","pos",3,5,5.3,0,3.41176470588235,0,"rep",6,1,5,83,68
"656",656,"R_24FPnpEFSAO9KAN",6,"1500","12","1400",51,0,3,7,7,1,1,5,25,84,"negOutgroup","neg",1,5.5,5.5,1,4.41176470588235,0,"rep",6,3,3,71,38
"657",657,"R_24ki4rMy1kj2KGg",7,"7000","500","3000",42,1,4,4,6,1,1,6,32,69,"posIngroup","pos",3,4.6,3.1,1,NA,0,"rep",18,9,9,69,61
"658",658,"R_24pCJkeVYMxiUnI",6,"1500","300","300",29,1,5,3,6,3,3,4,55,56,"posIngroup","pos",2,5,3.8,1,3.82352941176471,0,"rep",14,7,7,56,57
"659",659,"R_24pes2LazEbjqpD",7,"20000","5000","15000",50,0,2,4,6,4,4,4,50,50,"posOutgroup","pos",3,5.8,4.3,0,1.23529411764706,0,"rep",7,1,6,73,64
"660",660,"R_24uQlZ3SFuHQd9A",5,"5","3","2",27,0,4,5,6,6,5,6,85,85,"negIngroup","neg",2,4.1,4.3,1,NA,0,"rep",1,0,1,81,85
"661",661,"R_25LdX0Jc7If1U8O",5,"5000","2300","1500",39,1,4,7,5,3,4,5,62,45,"posIngroup","pos",1,4.4,4.6,0,3.94117647058824,0,"rep",2,1,1,54,65
"662",662,"R_25RXd3o3kbHDsbp",5,"338","142","123",23,1,2,2,5,4,3,5,33,79,"negOutgroup","neg",3,5.6,3.7,1,2.70588235294118,0,"rep",4,2,2,72,43
"663",663,"R_268ChAyndvMqX4K",4,"20","2","2",25,1,4,7,7,4,4,4,64,59,"negIngroup","neg",3,4,NA,1,3.11764705882353,1,"rep",7,5,2,21,18
"664",664,"R_26baUxAZ12JYXBz",6,"265","5","3",58,0,2,7,5,3,3,5,50,50,"posIngroup","pos",1,4.5,5.5,0,2.76470588235294,0,"rep",8,4,4,70,46
"665",665,"R_26uch5BmI2Gm7LP",6,"2500","300","1800",33,1,5,4,6,3,4,5,17,90,"posIngroup","pos",2,4.7,5.4,1,4.11764705882353,1,"rep",10,4,6,78,58
"666",666,"R_279hBtaxsnHJDjJ",5,"50","30","20",27,0,5,6,6,6,7,6,79,76,"negIngroup","neg",2,NA,NA,1,2.76470588235294,0,"rep",12,5,7,65,75
"668",668,"R_27eWRePnNn9Yp29",2,"650","30","60",34,1,4,2,6,2,2,4,40,43,"negOutgroup","neg",3,4.6,3.5,1,4,1,"rep",4,2,2,39,57
"669",669,"R_27OSjmqo6pbldOV",7,"1000","100","250",38,1,2,0,6,3,3,7,81,61,"negIngroup","neg",2,4.5,4.2,1,4.41176470588235,0,"rep",8,4,4,75,58
"670",670,"R_27QgKeeKaNv2GyD",7,"6300","I don't know","I don't know",49,0,4,7,6,2,1,7,60,41,"posIngroup","pos",2,5,5,1,3.47058823529412,0,"rep",4,0,4,72,50
"671",671,"R_27x7GxG7nEU47MJ",5,"5","3","6",27,0,4,5,6,6,5,6,74,85,"posIngroup","pos",1,4.1,3.8,1,2.88235294117647,0,"rep",10,5,5,74,57
"672",672,"R_28Ty9GUWJ43SmQQ",5,"1000","50","50",36,0,2,7,5,3,3,5,41,72,"posOutgroup","pos",1,5.5,4.2,1,3.64705882352941,0,"rep",6,3,3,64,64
"673",673,"R_298jJEvDO4jRXXz",6,"240","25","30",44,1,2,2,6,3,3,5,75,48,"negIngroup","neg",2,3,3.4,1,3.41176470588235,0,"rep",5,5,0,75,54
"674",674,"R_29bJ632FIZAmt7x",6,"200","11","15",49,0,4,7,5,3,4,5,37,61,"posIngroup","pos",2,4.1,NA,1,3.82352941176471,0,"rep",2,1,1,59,54
"675",675,"R_29tXz7V1xCa94Nu",7,"4000","100","25",53,0,3,1,6,7,7,7,100,100,"posIngroup","pos",1,5.4,3.7,1,1.94117647058824,1,"rep",3,2,1,77,84
"676",676,"R_2abFILyi1zWAyTK",7,"395","25","100",27,1,2,0,7,2,4,2,77,62,"negOutgroup","neg",2,4.9,3.7,0,3.70588235294118,1,"rep",11,6,5,68,62
"677",677,"R_2ag9DogY3nae0Cg",5,"1000","400","500",55,0,5,4,6,2,3,6,51,53,"posIngroup","pos",2,4.7,4.5,1,NA,0,"rep",44,43,1,71,60
"678",678,"R_2AGQwC8tgmYiJJA",7,"6300","I don't know","I don't know",49,0,4,7,6,2,1,7,61,40,"posOutgroup","pos",3,4.8,5.2,1,3.41176470588235,0,"rep",3,2,1,70,58
"679",679,"R_2AHx9Gy7g7dMgDc",7,"3500","500","500",45,1,6,7,7,1,1,7,0,100,"negIngroup","neg",1,4,4,2,3.11764705882353,0,"rep",7,4,3,80,50
"680",680,"R_2aIxBWXQbfeTuTX",5,"350","20","100",33,1,5,7,5,6,1,5,55,45,"negIngroup","neg",2,4.4,5.5,1,4.58823529411765,0,"rep",3,2,1,55,55
"681",681,"R_2alAWX2HjySDQ8W",5,"4600","100","150",57,0,3,5,7,3,2,3,39,71,"posOutgroup","pos",1,5.6,3.9,1,3.88235294117647,0,"rep",4,2,2,54,57
"682",682,"R_2aOD9RaLlB7Xa4x",6,"3377","6","18",39,1,2,7,7,2,2,3,48,52,"posOutgroup","pos",2,4.4,5.2,0,4.70588235294118,0,"rep",34,18,16,77,62
"683",683,"R_2atv6rI0R5nTiPM",5,"950","200","500",49,0,3,7,6,2,5,7,85,92,"negIngroup","neg",1,4.1,4.1,0,2.88235294117647,0,"rep",14,8,6,60,68
"684",684,"R_2ax06Xp83TC7Ruj",3,"154,104","Can not recall","Can not recall",41,1,3,0,6,6,5,6,74,45,"posOutgroup","pos",3,3.8,5.3,1,2.70588235294118,1,"rep",12,6,6,53,74
"685",685,"R_2axad2nhFDvtt9s",6,"Probably around 100 or so","25","60",27,1,1,4,6,4,4,7,50,50,"posIngroup","pos",3,4.7,2.6,1,3.29411764705882,0,"rep",1,1,0,65,60
"686",686,"R_2axx9y2LqxmiSdW",6,"3700","50","2500",44,0,4,4,6,2,1,5,70,80,"posIngroup","pos",3,2.5,4.6,0,3.47058823529412,0,"rep",31,3,28,50,60
"687",687,"R_2B5w8CJelfKGy6p",5,"3","1","0",30,0,6,7,7,7,6,6,48,67,"negIngroup","neg",1,4.4,4,1,2.64705882352941,0,"rep",10,5,5,93,55
"688",688,"R_2BantlsAoxXaw3A",5,"150","100","50",39,0,4,5,5,4,4,4,47,56,"posOutgroup","pos",3,5.1,5.1,1,4,0,"rep",17,9,8,59,NA
"689",689,"R_2bVtgQaHWPPVXST",7,"500","50","50",30,0,4,7,6,4,2,7,7,80,"posOutgroup","pos",2,6.1,5.3,0,4,0,"rep",34,17,17,58,56
"690",690,"R_2BzkYp4kKCm6D0a",7,"50","0","1",47,1,4,7,5,5,4,2,40,70,"negOutgroup","neg",1,4.1,4,0,3.64705882352941,0,"rep",2,0,2,56,66
"691",691,"R_2c5YTFDJBUy7bUd",7,"2100","100","500",45,0,2,7,6,1,1,7,20,90,"posIngroup","pos",3,4.6,5.6,0,1.47058823529412,0,"rep",4,2,2,65,59
"692",692,"R_2cbFMoGLjeBZ6Hr",6,"165","11","15",49,0,4,7,5,4,4,NA,31,70,"posOutgroup","pos",1,3.9,4,1,3.82352941176471,0,"rep",16,9,7,50,63
"693",693,"R_2CcPZISpElVBvnP",6,"270","5","30",58,0,3,4,7,4,4,4,51,51,"negIngroup","neg",3,5.1,3.6,0,3.35294117647059,0,"rep",6,3,3,70,60
"694",694,"R_2CDHeaR5YjHlR2G",7,"4,400","50","500",35,0,4,6,5,1,2,5,50,50,"posIngroup","pos",1,5.6,4.4,0,4.47058823529412,0,"rep",3,2,1,65,60
"695",695,"R_2coW6KnWCn2cX7s",3,"100","50","20",27,0,5,7,6,5,5,5,79,91,"posOutgroup","pos",1,4.3,4.2,1,2.35294117647059,0,"rep",15,7,8,67,85
"696",696,"R_2D5mNYWiJSo07Qb",6,"400","10","15",45,1,4,3,5,5,6,4,81,10,"negIngroup","neg",1,2.2,5.5,0,4.76470588235294,1,"rep",11,6,5,60,71
"697",697,"R_2D8hqvyQVWZ0h7y",6,"3000","1000","500",43,0,3,7,7,1,1,5,3,89,"negIngroup","neg",1,3.2,3.9,0,4.05882352941176,0,"rep",7,4,3,65,73
"698",698,"R_2dEbNZDWn5bGfDW",7,"1000","30","100",24,1,3,7,5,6,6,3,69,84,"negIngroup","neg",3,4.1,5.1,1,2.94117647058824,0,"rep",35,16,19,73,67
"699",699,"R_2dhHtfnX0zS4iz0",7,"300","10","200",40,0,4,7,6,2,2,6,17,54,"posIngroup","pos",1,4.5,2.7,0,2.41176470588235,0,"rep",12,7,5,68,59
"700",700,"R_2dlLwpSPGT48DF0",6,"790","120","50",19,1,2,7,7,3,4,7,40,81,"posIngroup","pos",3,4,4.2,1,NA,0,"rep",12,6,6,73,54
"701",701,"R_2DNUTNEZSFbiZMi",5,"510","50","100",50,0,4,7,5,3,3,5,51,51,"negIngroup","neg",3,5.3,4.1,1,3.58823529411765,0,"rep",11,7,4,67,56
"702",702,"R_2dnWnbpgDoatFEs",4,"2700","1000","1000",62,0,1,7,6,1,1,7,5,90,"negIngroup","neg",3,4.6,3.9,1,3.76470588235294,0,"rep",2,1,1,60,50
"703",703,"R_2DOmAXEeNR3a5r0",6,"600","200","200",42,0,2,6,6,1,1,6,64,79,"negIngroup","neg",2,5,5,1,2.23529411764706,0,"rep",8,8,0,64,66
"704",704,"R_2dSxI8XNdJ1XhwS",5,"60","10","30",26,0,4,3,6,5,6,6,57,83,"posOutgroup","pos",1,4.4,4.7,2,2.70588235294118,0,"rep",16,10,6,86,56
"705",705,"R_2DTQEdT0PAFXsn7",6,"200","25","30",34,1,2,2,6,2,2,6,66,84,"negIngroup","neg",1,NA,5,0,2.58823529411765,0,"rep",4,2,2,46,75
"706",706,"R_2dyEJQQ3qNUR3Rc",7,"429","3","3",34,0,2,5,6,4,1,1,50,50,"posOutgroup","pos",2,5.5,4.6,0,4.23529411764706,0,"rep",5,2,3,74,74
"707",707,"R_2e2lZPS2lwAzWir",4,"50","5","10",25,1,4,7,7,5,5,4,59,66,"posOutgroup","pos",3,4.2,4.1,1,3.05882352941176,1,"rep",16,8,8,33,37
"708",708,"R_2E3PXUr6CTzlSm0",6,"9725","25","15",72,1,6,7,7,1,1,6,60,73,"posOutgroup","pos",2,4.9,4.8,0,3.47058823529412,0,"rep",2,2,0,70,60
"709",709,"R_2e4GGYjinZuJFNp",5,"260","10","30",32,0,7,4,5,3,4,6,90,40,"negOutgroup","neg",3,5.4,3.6,0,3,1,"rep",7,4,3,80,60
"710",710,"R_2e4sq7Pr6761TT8",5,"5","2","1",38,0,4,6,6,4,3,3,48,59,"posOutgroup","pos",3,5.6,3.5,0,1.64705882352941,0,"rep",10,5,5,76,40
"711",711,"R_2EAEbpFwBVImoOv",5,"200","50","100",55,1,4,5,5,3,3,4,60,70,"negIngroup","neg",1,3.7,4.1,1,3.82352941176471,0,"rep",23,11,12,61,65
"712",712,"R_2Ehi09iD1IvB3EA",1,"500","10","250",45,0,4,7,5,3,2,4,40,83,"negOutgroup","neg",1,3.7,4.1,1,3.29411764705882,0,"rep",3,3,0,96,50
"713",713,"R_2eOpjdXJanzioIo",5,"600","50","50",30,0,4,4,5,4,4,5,46,57,"posOutgroup","pos",1,3.6,3.5,1,2.82352941176471,0,"rep",4,2,2,73,74
"714",714,"R_2eVGSzGvxULB3eX",6,"150","120","100",27,0,5,7,6,6,5,6,87,77,"negIngroup","neg",1,4.3,4.4,2,2.23529411764706,0,"rep",2,0,2,75,67
"715",715,"R_2f40A12hXnGtIZc",6,"70","15","10",42,0,2,7,7,2,2,7,40,48,"posOutgroup","pos",2,5.7,4.8,0,2.23529411764706,0,"rep",7,3,4,60,60
"716",716,"R_2fBA8vkHJ66sD6T",7,"80","30","40",38,0,2,3,5,3,5,6,26,80,"negOutgroup","neg",3,3,5.2,0,3.70588235294118,0,"rep",4,2,2,71,63
"717",717,"R_2fHtTrso0nnjzo8",4,"100","1","1",68,0,1,1,5,6,5,NA,74,71,"negIngroup","neg",2,4.2,4.4,1,3.05882352941176,0,"rep",10,4,6,48,68
"718",718,"R_2fIrlS3eD7IlQfz",1,"20","0","2",38,0,2,7,6,3,3,3,61,60,"posOutgroup","pos",1,3.4,5.3,0,3.88235294117647,0,"rep",3,2,1,55,65
"719",719,"R_2fqdW3XDQLuDYDl",6,"20 or so","4-Mar","8-Jun",54,0,2,7,6,3,2,7,50,50,"negOutgroup","neg",3,4.1,4.9,0,3.82352941176471,0,"rep",4,0,4,56,59
"720",720,"R_2fsbdaJuUBmql6V",6,"130","10","30",34,1,4,5,6,3,3,2,33,57,"posOutgroup","pos",2,3.7,3.9,0,3.58823529411765,0,"rep",4,2,2,78,66
"721",721,"R_2hlkcTFwjBsnjNf",6,"400","40","20",33,0,4,3,7,1,1,6,32,100,"negIngroup","neg",3,3.7,4.1,1,3.47058823529412,0,"rep",13,7,6,65,53
"722",722,"R_2n6zYjw50t1AHol",6,"10","1","2",31,1,1,7,7,1,2,6,95,55,"negIngroup","neg",2,3.9,4,1,4.29411764705882,0,"rep",8,4,4,61,63
"723",723,"R_2PBS5UHjaCpDEDC",6,"5000","1500","3000",34,1,2,4,5,3,2,4,40,62,"negIngroup","neg",2,4,2.3,0,3.35294117647059,1,"rep",7,4,3,60,65
"724",724,"R_2Pj4aJldPlUBswj",7,"1000","100","100",43,0,4,7,7,7,7,7,50,66,"posOutgroup","pos",2,4,7,0,2.88235294117647,0,"rep",24,9,15,66,68
"725",725,"R_2pRnxA9lDl0YRzc",6,"9000","4000","5000",23,0,4,4,6,1,1,4,52,82,"posIngroup","pos",2,4.3,5.5,1,4.23529411764706,0,"rep",9,4,5,65,65
"726",726,"R_2q1nUglKFKiY9LT",7,"400","100","100",30,0,2,3,5,4,5,4,NA,NA,"negIngroup","neg",2,4.7,4.9,0,2.76470588235294,0,"rep",5,5,0,62,61
"727",727,"R_2q8iWJkfVel3ISm",4,"865","153","130",28,1,5,4,5,6,4,4,78,64,"negIngroup","neg",3,3.7,4.3,1,3.29411764705882,0,"rep",12,6,6,79,52
"728",728,"R_2q8V1TzmJ3Dcyzn",6,"3000","30","300",27,1,4,7,7,7,6,5,76,85,"negIngroup","neg",3,4.1,4.1,1,2.52941176470588,0,"rep",10,5,5,70,65
"729",729,"R_2qdwxLH5Hm4nyBc",7,"29,000","1,000","1,000",44,0,2,3,7,3,2,3,50,50,"posOutgroup","pos",1,5.8,5.3,1,4.76470588235294,0,"rep",8,8,0,67,56
"730",730,"R_2QEUE0qQomjtGgi",6,"400","10","20",41,1,2,3,5,4,4,5,88,82,"posOutgroup","pos",1,4,3,0,3.70588235294118,0,"rep",10,5,5,55,69
"731",731,"R_2QG0o7xkwGZeFle",7,NA,NA,NA,29,1,4,5,6,5,5,6,60,59,"negIngroup","neg",3,4.2,4.6,2,NA,0,"rep",2,1,1,58,61
"732",732,"R_2QiKTyAcDCI1PGf",6,"100","40","30",34,0,3,3,5,5,4,5,60,50,"posOutgroup","pos",3,4,5.7,0,2.82352941176471,0,"rep",6,3,3,70,55
"733",733,"R_2qqOrnOoK3pqZPy",5,"2","2","2",47,1,4,7,5,5,6,5,81,14,"posIngroup","pos",2,4.3,4,2,2.64705882352941,0,"rep",4,2,2,80,58
"734",734,"R_2QsV9TVHZzoHkjw",6,"425","10","50",32,0,4,7,7,5,1,5,60,81,"negIngroup","neg",2,4.4,5,1,3.82352941176471,0,"rep",7,6,1,54,62
"735",735,"R_2QWpjmsixfkHbsf",5,"3,500","700","300",24,0,2,3,7,1,1,3,77,70,"posIngroup","pos",2,4.2,3.8,0,3.47058823529412,0,"rep",6,3,3,65,67
"736",736,"R_2QxDIHIzWC07T10",4,"1115","15","10",27,0,1,1,7,4,4,4,65,72,"negOutgroup","neg",1,4,4,2,3,0,"rep",16,8,8,62,64
"737",737,"R_2QzmHjUWRARA8Kw",4,"1000","20","8",27,0,1,1,5,4,4,4,61,73,"posIngroup","pos",3,4,4,2,3,0,"rep",10,5,5,86,58
"738",738,"R_2RaCHZMFZrc90iQ",7,"1200","100","100",23,1,3,5,6,5,4,6,50,50,"posIngroup","pos",1,3,4,1,2.70588235294118,1,"rep",4,2,2,50,70
